cell_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,cell_meta_cluster,cell_meta_cluster_rename
306,0.3075684204074962,0.3438998992263201,0.3198042856313361,0.3556241874320443,0.2673309167959317,0.18731264589627,0.1790825252862879,0.195090630304928,0.2785498218961581,0.3450606447647688,0.2005918159361519,0.1899572512591555,0.1651637728236406,0.2939616338172098,0.2538039498189021,0.3081103956662918,0.3418600814770852,0.1411821298381735,0.3276467461161515,0.3550586943585777,0.293903787427719,0.1031651941364311,0.1562803943501173,0.2288807889553762,11,Memory CD8 T cell
307,0.2761931694627857,0.322932234525912,0.2825084342465763,0.3580052182782649,0.2600095081617468,0.1706604930060043,0.1602213470882657,0.192664451455181,0.246958622385549,0.2511626150524657,0.1803308667798222,0.2124987972508597,0.1480629916870107,0.320463015056308,0.2716939275353782,0.2907654402026244,0.3756367024016549,0.1492830533728247,0.3678845698466228,0.3729133603951988,0.3114016859575859,0.1832662349276425,0.1959275106999229,0.2356869063127978,2,Fibroblast
308,0.2553048309251351,0.3047180855414341,0.2615230998673461,0.3548867881385545,0.2537354293804081,0.1611700170985161,0.1429970316202443,0.1804807208900866,0.23084083492251,0.1886171248134312,0.1645130613204385,0.2257508186924805,0.1441444611948457,0.3362765962069667,0.2811532102739557,0.2634042030044515,0.3995908638609667,0.1482421053495362,0.3905853498176617,0.3759483746923615,0.3294315123365988,0.2871471317637482,0.2252423353317652,0.2444281947371885,2,Fibroblast
309,0.2509774402628407,0.2951868556767079,0.2610135120956154,0.3477104653998035,0.2420325435904249,0.1483740570991005,0.1388731863948424,0.1666673346091362,0.2202110756524994,0.1793485678662985,0.1442283723338255,0.2283651342178589,0.1374165386135702,0.3308981840123559,0.3069670829476512,0.2515745519333465,0.4527232313900636,0.1483008521655701,0.4108660585888348,0.3819385892010065,0.3228427265581087,0.3372351581476616,0.2094317555661742,0.2442841932396837,2,Fibroblast
310,0.2567145023534719,0.3244454485519968,0.2657148463718746,0.3412473877458187,0.2668301406963095,0.1985689189910279,0.1478184730674302,0.1984891137789182,0.2687827146726057,0.2117536431893526,0.2113565323487234,0.2221337701191783,0.1785472897002165,0.3172049497164365,0.2603356907214106,0.252141252987587,0.3709357671776072,0.2306844507406112,0.3519019536593995,0.353861745904493,0.2948762183004185,0.217406834923722,0.2082083159451343,0.2299031618611144,2,Fibroblast
311,0.2690161218461654,0.3280284347154742,0.2715061845923638,0.3488785530987992,0.2791960928265649,0.2054469601274084,0.1546724426397862,0.1987891891376471,0.2703065949820955,0.2166404022464832,0.2091428035293878,0.2175484788141387,0.1895645179546254,0.3263160317042163,0.2342918467182029,0.2604988413184895,0.31491225944684,0.1642392806249603,0.3387889658813481,0.3426540360554003,0.3068924482018369,0.2336661123874365,0.2215525144613626,0.2437635915605626,2,Fibroblast
312,0.2797152814509755,0.3477714637749641,0.2808981974194674,0.3445785707678068,0.3036908380050643,0.2403209726315078,0.1669657768014385,0.2095982343357397,0.2995390277545942,0.2323626745543459,0.2474176783886811,0.2122190376419337,0.2332058589329426,0.3232517773560074,0.1856541558323386,0.2548687504940056,0.228297027280708,0.1629411464767811,0.2917243976894745,0.3126005046910818,0.296233340858108,0.2080995970025973,0.2260216619007777,0.2508315952160193,2,Fibroblast
313,0.2774341776859534,0.3573820154016096,0.2796662609394334,0.3393840892984155,0.3058185501005358,0.2631758449058112,0.1661554286825831,0.2222052409449736,0.3179016487203429,0.2453692331093024,0.3058092501368931,0.2194455827400851,0.2612542180796399,0.3042066488783866,0.1841635516457699,0.2427986407914888,0.2267369427309942,0.2116723132967569,0.2691243368694895,0.3153519707889282,0.2818416024991995,0.1387076459843136,0.2127998265874383,0.2238540901123228,8,Macrophage
314,0.5557465709179779,0.3746885312787151,0.2703907857680309,0.3345391112924821,0.3287500603775501,0.2899570257874124,0.2094925204068187,0.1959631321352597,0.3048259135057856,0.2343258988795671,0.2357897523216462,0.2106276632874901,0.3021659789305486,0.2779478789480581,0.1862425322973239,0.2744820506478091,0.1456882680750663,0.1233682665176106,0.268208338265766,0.3230385702461349,0.2159263687627838,0.0946325452077766,0.135526821642549,0.1813914691862798,1,B cell
315,0.2825188311463292,0.3483531676592591,0.2442962415006385,0.5410603343313077,0.3317106368041793,0.2562201979769486,0.1685926428291559,0.1851636547602271,0.2484346614805053,0.2714164350163818,0.2005249365462902,0.2452851520248901,0.2430140690874272,0.2875721591041019,0.2652439924761643,0.280808041506791,0.3177437008080023,0.1124876001900893,0.3244818523041292,0.3426031146682514,0.2227305943382412,0.1132324793820429,0.1308775302954817,0.1660713740064819,19,Monocyte
316,0.2626386729559181,0.3533404031115762,0.2624565353041186,0.3458260119197403,0.2990260210368572,0.2501567108389393,0.159127126384731,0.2229605175149713,0.3029471282362829,0.2374096730497109,0.2904206981529704,0.2227672095727545,0.2339501212750196,0.3078824876613305,0.2040228758774733,0.2542743990257511,0.2592763326512279,0.2419410742723562,0.2892043691648318,0.3319264380870034,0.2816906558294229,0.1153196198329112,0.2103874874433408,0.2202338688884819,8,Macrophage
317,0.2494437636739359,0.3560933996274205,0.2530024036174026,0.3336133379251308,0.3032231792420638,0.2694965808419474,0.1528061013331846,0.2300320983744242,0.321432678604384,0.236613059457126,0.3250529352833659,0.2286802600600552,0.2539997821395537,0.3076427239550726,0.180803468550305,0.2324526893166093,0.2290936475792946,0.2958646638678207,0.26547613786656,0.3114608881487439,0.2816837444640059,0.1237844491661128,0.2330026838246914,0.2247302197421115,8,Macrophage
318,0.2417915754564761,0.3566786779593157,0.2529758207488165,0.3262356439466632,0.3020164159037257,0.2784817523735089,0.150811738409544,0.2351521077126681,0.3284711035203443,0.2376734349693983,0.3454641153072275,0.2312051473974997,0.2625614158765559,0.3010410625456668,0.1807426197013138,0.2237377773683767,0.237218413262323,0.3369886057835572,0.2590878871887721,0.308662784891021,0.2717692373740311,0.1050541920219301,0.2300209668477028,0.21656279632684,6,Antigen presenting cell
319,0.2264899536117714,0.3760334175499515,0.2292149508016896,0.3239028174218349,0.3324850062552972,0.3193701535742077,0.1500079254803225,0.2287604828526763,0.3404432363049624,0.2313240956312173,0.3750457527224483,0.2403101123032179,0.3018070922645779,0.2967016321924716,0.1656810623640305,0.2225295866015261,0.2081974905242211,0.3776009786404744,0.2423989493165589,0.292800150965243,0.234770043976605,0.0915929213349564,0.2039854124165774,0.2161794763733288,8,Macrophage
320,0.2516919787668664,0.3800674942203006,0.2451054565188453,0.3320166722338376,0.3244121137864512,0.3022150164465369,0.150782648393711,0.2432262692074997,0.359544201246096,0.2560304821889726,0.305087153048712,0.2137420014475824,0.2606891411678177,0.3026325868498521,0.1758145379239602,0.2309662474805553,0.2235818243050231,0.3457444444173429,0.2510577848423737,0.2949396026357999,0.2385267297945669,0.0950878499048428,0.2005172268524864,0.2284256510240365,6,Antigen presenting cell
321,0.3210877311614564,0.3541622289979459,0.3689338740432372,0.4121750007664303,0.2653912321065861,0.1485408154383828,0.1652601352747701,0.1739139914202108,0.2446885703096675,0.2367251369056935,0.1556453180625338,0.190509734435798,0.1159773168639872,0.320123966000421,0.2950466487581135,0.3465436714705246,0.4446884091659518,0.075673737730763,0.4143947474878257,0.4469408210834939,0.315677728723724,0.0544016424959718,0.1123321324693176,0.1985169494911637,3,Cancer cell
322,0.3157576012610894,0.3525013428125071,0.3441898290365273,0.3961617832902885,0.2706356934094915,0.1644481287164848,0.1728363200139642,0.1854527506833908,0.2538127858574706,0.2406113920282158,0.1687718037537825,0.1954812506587797,0.1353479460733699,0.3153586825607643,0.2882791209543714,0.3318506905072877,0.4149940297341487,0.0946102674691378,0.390144740079654,0.4194435228461975,0.3032149065990509,0.0745238201636329,0.1292185339472178,0.2039855697137013,3,Cancer cell
323,0.3279196011361176,0.3519780661333216,0.3514972978746544,0.3659823964282175,0.2626461760440788,0.1594739914826022,0.1873183298877134,0.1909506643677093,0.2732252080881631,0.3490930178942265,0.1744838648956719,0.1855041089726305,0.1360434067695363,0.2963283736966784,0.26811147778519,0.3191299364782939,0.377597034353577,0.1063342897717202,0.3471230340141909,0.3766338299866222,0.302644415127485,0.078128867262105,0.129970153413676,0.2224224593582618,11,Memory CD8 T cell
324,0.3052346676746676,0.3501338704407206,0.3200906114262541,0.3863659247917681,0.267068139294625,0.1441895779657285,0.175162019003674,0.2152396829156494,0.2408846965291323,0.2335918613542104,0.1636526024847812,0.2143420731931444,0.1178639059864826,0.3267496198542003,0.2971606806327405,0.314161952843583,0.4530920947463799,0.0909930059809664,0.4023208583771362,0.4226207115599829,0.3024801165996036,0.0631614882883712,0.1481357536671086,0.2027490080125986,3,Cancer cell
325,0.365049308130082,0.4106109894738693,0.3219118324836197,0.3534980035372297,0.2611738761020776,0.1664575141972129,0.1704069151841069,0.2150449619719899,0.3269015610971227,0.3291229990787764,0.1761883458558038,0.1878385613084219,0.1406299336181107,0.3094486714544912,0.2361659733464562,0.3067841910212391,0.3337947488925978,0.1265652163335113,0.3292295393570687,0.355678494109207,0.284828604216808,0.0893262807374287,0.1506936849899585,0.2087688692975822,14,CD8 T cell
326,0.3203697073839153,0.3593756942460696,0.3088279772194342,0.3792281702848227,0.2836309495890319,0.1897553512218789,0.1912434195002329,0.2036704757668854,0.2692992646311417,0.2393643599256603,0.1878321424810543,0.1957686076048882,0.1662440113253021,0.3112983538245366,0.2670185279334413,0.331068364250063,0.3372310123078845,0.1161514123987159,0.3484801113619908,0.3804750766714972,0.2806768555149272,0.0849717168718339,0.1463716944730811,0.2133477273349966,3,Cancer cell
327,0.2995504818487201,0.3380381549849172,0.318982949755917,0.3689794846071398,0.2695176492756554,0.1722331490301649,0.1688771028764344,0.1871713216287218,0.2623334110101346,0.245297767970493,0.1782488880582105,0.2039569839304438,0.1540188215865209,0.316658686038428,0.2659250215099303,0.2899720497999567,0.3782834829694012,0.1170260507800176,0.3639555644555781,0.378338054434464,0.3099826775728734,0.1669892010986193,0.1682273913554202,0.2282656525244953,2,Fibroblast
328,0.2925971040912264,0.3268554971731212,0.3167503951681822,0.3679439008661592,0.2573447304971565,0.151908008048618,0.1629890672339176,0.1759880794667057,0.245895550229071,0.2311584717953891,0.1557747367867166,0.2086996284010875,0.135517402395684,0.3190447775963725,0.2896694116429748,0.2836066171491232,0.4255836680450475,0.113104039812703,0.3890835322463634,0.391426227422359,0.3162444202652414,0.2059259716992625,0.1634945960973411,0.2289674366268636,2,Fibroblast
329,0.2715657805121904,0.3222967538723179,0.2656648188793037,0.3532625550877847,0.2594124071326257,0.1723604034018391,0.1508877153317695,0.1934037694035663,0.2460267526683774,0.2070183983629353,0.1731382021891509,0.2220654557936928,0.1536587420324981,0.330048855575765,0.2757766986014928,0.273430777308062,0.3893343180240789,0.1441389095015904,0.378887188565114,0.3700025120291046,0.3089320277114696,0.2405505349856896,0.2100918556145504,0.2336357873850141,2,Fibroblast
330,0.2657839746799993,0.3099726324567208,0.2789729357176291,0.3478155209134457,0.2576148286701195,0.1757315410863215,0.1496938318153456,0.1765471792898347,0.2431725587309776,0.2009340789178528,0.1704444590316816,0.217775808278884,0.1669638017266512,0.3200336216984939,0.2870732226767607,0.2580856975031943,0.4170518416632857,0.1402325314288838,0.3826157176087807,0.3688649648550874,0.3070993980324071,0.2839068550674947,0.1955387887307936,0.2356562832560766,2,Fibroblast
331,0.2813475418255058,0.332210930843049,0.2876873644961822,0.349734276903037,0.2813572540676186,0.214988962213109,0.1609998593205607,0.1959953629187158,0.272455645676236,0.2267729480437682,0.2104025598729731,0.2088489595227078,0.2050408215566038,0.3112876442595724,0.2520135145620906,0.2677274704178559,0.3489025538433659,0.1408682126508504,0.3408095772004196,0.3487163837925032,0.2898436208302162,0.2078602704594952,0.192304893693493,0.2263386193310319,2,Fibroblast
332,0.2818356044026845,0.3415621626791268,0.295198923149553,0.3435413944318685,0.3021555428631632,0.2407432076772267,0.1681195829300448,0.2014963193769347,0.2951349979985838,0.2309525426095806,0.2370305946383142,0.2048493394269755,0.2374600517437517,0.3166220148264682,0.2028655562871859,0.2563085215486462,0.2658798811029149,0.1383698455476967,0.3029762124726923,0.3188416558515969,0.2906729913268003,0.2177447690515787,0.2098688599815653,0.2424205807197419,2,Fibroblast
333,0.2798892924667305,0.3525965360834768,0.2919140641113937,0.3383654136941886,0.3029395066506704,0.2636497838897918,0.1664810768130792,0.2146079430469925,0.3111630006207748,0.2423361913621518,0.2979168095097066,0.212260488107863,0.2664260542403528,0.2968698858165227,0.2030192306602955,0.2456230037167026,0.2690481161200572,0.1853306932136305,0.2815241066320856,0.3232302369649755,0.2758320156549453,0.1468700414325838,0.1958872016905669,0.2155486755786035,8,Macrophage
334,0.3108248788331207,0.3515482647391686,0.3013923463307559,0.3510953956448205,0.2979982335197353,0.2421394883989517,0.1772147459808989,0.2167377752726087,0.3091269957867188,0.2535178824332175,0.2366128178560441,0.2066022632386704,0.235244421346434,0.303923085976292,0.2182817276072693,0.2705426057808587,0.2717996570055747,0.1508860051487839,0.2991189452184781,0.3248191806910432,0.2661712778360686,0.1424403276102892,0.180819042974499,0.2179491995722512,14,CD8 T cell
335,0.2894371772268863,0.3377324606431411,0.2434761054172709,0.3288637659463608,0.3229874414515859,0.2906258482790192,0.2052658638707709,0.2099343630192321,0.2701142235124475,0.2093292685102282,0.2231157018287693,0.3550173799681441,0.3839673820022958,0.2790385290343947,0.229940951848846,0.2810438208917297,0.2193812548643858,0.1369390306733792,0.2779450869359736,0.2805107449168421,0.1993663467761707,0.1232108157983167,0.1438497655919938,0.1934221629547754,1,B cell
336,0.2589419601545244,0.3423770920555342,0.2566546201249132,0.3545182546547816,0.2774201464166584,0.2031416195160763,0.155425515662568,0.233292561435362,0.2629435794181509,0.2108787368075244,0.2263612676635061,0.2294909823406836,0.1732868818156042,0.3219372172375009,0.2708087147545213,0.2774648121076295,0.4007531458530532,0.2218278154693146,0.3631701087318177,0.378313186493161,0.2752903350387105,0.090043016427472,0.1981219445109508,0.2036422311211637,3,Cancer cell
337,0.249864461265915,0.3383480018733772,0.2444613743975899,0.3487066324493896,0.2937347502901444,0.2394753483909383,0.1468736243289898,0.2313835324649927,0.3023954623177786,0.2216458980140521,0.2766873969193214,0.2200778596828305,0.207923012736056,0.33009008686461,0.1995724995624791,0.247762680377761,0.2450656697627088,0.2541440156338816,0.2922240894218169,0.326715137201843,0.3257563348110763,0.1289530580283414,0.2743605407168896,0.2339402657345518,17,NK/CD8
338,0.2469148207665633,0.343549961422964,0.2603915363381427,0.3323919653414321,0.2983617662043282,0.2539327384145157,0.1538585628045281,0.222502685152778,0.3131964454847393,0.2293606768682827,0.2800061545813507,0.2196256409446939,0.2302989092532121,0.316647178640225,0.1908267904353592,0.2361682510524979,0.2523465585832238,0.288591948481034,0.2856613319994157,0.3086197850617513,0.2839081128129385,0.1655699451950964,0.236875273577244,0.2379087204127685,2,Fibroblast
339,0.2555549144591699,0.3655219684558223,0.2541902029406637,0.3335218531540039,0.3085947349199698,0.2775285936050025,0.1540338996218774,0.236356251105905,0.3389941280009171,0.2465612618946398,0.2987326164586581,0.2174204996560347,0.2458746279575907,0.3046048233026846,0.1894576450825248,0.2386554281843322,0.2462189538320255,0.3219971746469663,0.2682067230596486,0.3072137772809364,0.2566435790005776,0.1030386404979434,0.2098792850319161,0.2248459387570934,6,Antigen presenting cell
340,0.2457122382808305,0.3625688651575995,0.2523630218519809,0.3283507342406365,0.3065151868948325,0.2823461898610382,0.1510002548342121,0.2380847765380846,0.3402844616008925,0.2454671323783889,0.3032107667614745,0.2169132996986692,0.2469508325729521,0.2999891277163559,0.1981990166644857,0.2322507837288276,0.2704100272321338,0.3567453075969721,0.2718880046882313,0.3066227258631354,0.2472177875219186,0.0950285075391191,0.2056118635190376,0.2180830785620853,6,Antigen presenting cell
341,0.3318033810631713,0.3594121769185069,0.3781027463849228,0.4039986577166205,0.2687353911153843,0.1462236729338014,0.1778133184597313,0.1789035637012375,0.2571543472121292,0.2584093301352215,0.1571616664367128,0.189211246586604,0.1181109238842036,0.3139347539280991,0.2877093429189449,0.333308303779083,0.4311978292300523,0.0737545302654307,0.3957884317494929,0.4305788892736313,0.3139673627687787,0.053521969007618,0.1067091080695454,0.2024717748727369,14,CD8 T cell
342,0.3247142656752813,0.3566793892967955,0.3573966015895303,0.394289814556249,0.2695962211094961,0.1529967542618833,0.1780300169667046,0.1905340906010479,0.2595876148230019,0.2563938629899733,0.1649141040676086,0.1949043588079561,0.1264454593231436,0.3151560717094142,0.2830866562281197,0.3251721460740376,0.4183978931099855,0.0855565552970388,0.3861147682879252,0.417370643402118,0.3077415289648018,0.0652946237746984,0.1240461596070382,0.2063763065139184,14,CD8 T cell
343,0.3359193072395884,0.3542449991719709,0.371451977120346,0.373631886612791,0.2632612333898133,0.1489097965963819,0.1930349944172498,0.182399009250773,0.2695388736161425,0.3543305763297278,0.1649636679427655,0.1818002528891584,0.1257995996933693,0.2948050710259178,0.2746327132569506,0.3232281192818355,0.3943448053652268,0.0881342330400231,0.3547019203789955,0.3873444090175202,0.3086840666174789,0.0651524518397094,0.1119380609829598,0.2200687864642756,11,Memory CD8 T cell
344,0.327924912148412,0.3533506836033879,0.3682130301169781,0.3756368623477211,0.2696078162454414,0.1591960291591171,0.1816386711271294,0.1997020664910874,0.2830400257525878,0.2677103300389087,0.1784538046572188,0.1988587883049176,0.1340240983385952,0.3058789500687598,0.2690912010313938,0.3002822736422613,0.3910016621411279,0.1603532995698532,0.3591189349481367,0.3946915065656196,0.2962738675002451,0.0673507736724922,0.1269756225578274,0.2051531633373382,14,CD8 T cell
345,0.3242357150979216,0.3633285142195948,0.3418120274264233,0.3865938750998748,0.2724712061277515,0.1632302841751775,0.176986898131314,0.2064807881117646,0.3010884873084986,0.2599949693527094,0.1909172440894654,0.1904576654154705,0.1378203142507634,0.3190963224942242,0.227706404633073,0.3060043711526664,0.319056045159754,0.1110491306431875,0.334252918231573,0.3844519789091797,0.3282656520225797,0.0799602119772815,0.1732670425589933,0.2508062381218617,9,Endothelial cell
346,0.2959285208092072,0.3559871474005792,0.3144207890830571,0.3590655068952774,0.2823852357708746,0.2066915828193774,0.169951038749304,0.210890921711957,0.2957815181503295,0.2605916938564638,0.2256784930023011,0.2047386456508127,0.1810685285971304,0.3028895777411803,0.2459212642131152,0.2796435925192491,0.3487261865769527,0.2056606140898282,0.3287849141815105,0.3613815990016588,0.2819285269420703,0.0897026896812975,0.162607231611282,0.2120479666921293,6,Antigen presenting cell
347,0.3102939637096966,0.3607560537457821,0.3212577321559585,0.3704007179753497,0.2885994754649081,0.2041284159150389,0.1759679680766405,0.2076308860240278,0.2908900373501804,0.2571935887864164,0.2157472287446225,0.2020986408053995,0.1852690457286123,0.3079521235238263,0.2402279810713997,0.2874685759725847,0.3306088430389452,0.1436926397419642,0.3302436237301764,0.3645611296314491,0.2883999857371767,0.1007494569806304,0.1593742026629185,0.2160902354977798,14,CD8 T cell
348,0.3018142439647399,0.3538711518187937,0.3122887568335888,0.3597601489374846,0.2870298044013127,0.2144267093357602,0.17362894761323,0.207306476181361,0.2914510893039474,0.2547999167256667,0.2223279755694029,0.2012853871594764,0.1991972749309914,0.3035445617360664,0.2448079526075173,0.2821474433249719,0.337617524790977,0.1522298947555505,0.3276513412198459,0.3564383332890055,0.2810294686682317,0.1178089515555094,0.1650876728961362,0.2148658638398777,14,CD8 T cell
349,0.2940536089005672,0.3337051253281745,0.3135337600084151,0.3593485314108575,0.2722495878820511,0.1886067323661151,0.1669259996941493,0.1869893305989635,0.265235137186417,0.2347591692366911,0.187489785497278,0.2035959531844078,0.177642151214555,0.3102032112930227,0.2707561933834903,0.2790057300322595,0.3883289107171679,0.117705271528282,0.3605579118048038,0.3701208645499876,0.2969435428948275,0.189023973502856,0.1666537648356758,0.2229634554529792,2,Fibroblast
350,0.2780510464076817,0.3218447313904715,0.2945293122627653,0.3471295757962906,0.2707943761419198,0.2004079441504104,0.1580328100130251,0.1850902015625244,0.2622428091537824,0.2157155162393467,0.1938024669789201,0.2085514075167615,0.1953283169268881,0.3100841017160063,0.2727931050156598,0.2615780592730938,0.3942293360127035,0.130282854982214,0.3606885719632731,0.359324632021375,0.2921326522581526,0.2400084792216057,0.1821846000537513,0.2255546721032212,2,Fibroblast
351,0.2886709263248225,0.3327747077377159,0.3072472503278415,0.3466136163263413,0.2829817833636828,0.2220445741843351,0.165808845419597,0.1937286873215639,0.2794556857834065,0.2300948799055301,0.2151375123065952,0.2008099608154362,0.2197644452406939,0.302438936660697,0.2569617806723455,0.265430409266071,0.3671113925713677,0.1225161269292942,0.3392717194945294,0.3493959852633618,0.2804098046841236,0.2004486907336044,0.1731065114529277,0.2185819580359921,2,Fibroblast
352,0.2914822213560818,0.3376792881163059,0.3098830136139612,0.379473516120131,0.2887664418515167,0.2310379449935251,0.1695856596929565,0.204130856485426,0.3093356539299671,0.2534443160258278,0.2554113679314373,0.1975230279317647,0.2260514614398837,0.2974576415075178,0.2314689272093221,0.2642584423064391,0.3088735246500529,0.1278916526508942,0.3106013310687439,0.3433323735348678,0.2924683349522011,0.1464139166948906,0.1736013819789838,0.2172160810059366,14,CD8 T cell
353,0.2972713092190622,0.3521965467624582,0.2888345922663883,0.3554704007965312,0.2981883767518576,0.2317333852505913,0.171429467263346,0.2111841939159006,0.2885856377290544,0.2253812308365985,0.2358783443186555,0.2011734082932503,0.2280188389864817,0.3148995355037923,0.2245641199112155,0.2735428148198887,0.2845821394345498,0.1262282890237892,0.3111674952271466,0.3376981348713365,0.2986650086314596,0.153213920927841,0.2114841719531272,0.2236495043067457,14,CD8 T cell
354,0.2808902085822113,0.341442563565514,0.3016050810523222,0.3587167978096862,0.2771302191832404,0.1992549772201171,0.1645279745482533,0.2050250745647612,0.270156075149449,0.2197202217407124,0.2121489105669781,0.2118739291967492,0.1789424955691119,0.3000578867370516,0.2774371395701036,0.2825844023356037,0.3971121593922344,0.2493150916995396,0.355638837733505,0.3837813063075042,0.2700511748817747,0.1100777932667024,0.1503878077733144,0.1990422937055495,6,Antigen presenting cell
355,0.2783134323987165,0.3510310408165898,0.2796511775195077,0.3495239579259783,0.2914682839528272,0.2365577489265793,0.1611741259666448,0.2176391192757053,0.2997520196739244,0.2441407198623265,0.246630391117856,0.2109651128192529,0.2132660817518117,0.3052643370616916,0.2317875566209591,0.2674174913630002,0.3138738650157044,0.2198690763897073,0.3132334829270584,0.3402115700327133,0.2732762626624069,0.1213827478978019,0.1907894250740097,0.2173162203160716,6,Antigen presenting cell
356,0.2934135234148996,0.375853212297546,0.2501833536498657,0.3526166314924365,0.319342812728127,0.2840210246906056,0.1517922402088138,0.2107722023942549,0.2815003735141238,0.2448727414875329,0.2439791886773452,0.2219420055901621,0.2388657824602413,0.28257618980234,0.249987086231491,0.2696568371172996,0.3485174991324132,0.2336101771086758,0.3158466550242279,0.3419870093312748,0.2267429667574957,0.1084513496479915,0.1644735956649409,0.1824859951840254,19,Monocyte
357,0.2465130912146001,0.3573432669665431,0.2345032518271488,0.351875567006695,0.3338149390041142,0.3087274162483649,0.1415415847950947,0.219025881395431,0.2973702025945467,0.2140980233362185,0.2829071551325488,0.2174953766975248,0.2582704748503711,0.3109365684236798,0.212078083367461,0.2623145894144687,0.2697112086204317,0.2845050350175989,0.3099599158558297,0.3271033557871611,0.2514138938915953,0.0990724793896198,0.1967341669706632,0.2131078560275955,1,B cell
358,0.2967828352160974,0.3925363215377446,0.2586066082673848,0.3184685268039648,0.2755978041249364,0.237218852711747,0.1480172619165003,0.238025245297212,0.356429495159719,0.2853411458742492,0.26411398433613,0.2075244594824973,0.2059752925520176,0.3052490661780246,0.2000218171445546,0.2514630442966932,0.2767015749561551,0.3081949372578085,0.2819761375084549,0.3075539125850924,0.2590644236128016,0.1073475008307757,0.2118204272297985,0.2126729852732859,4,Memory CD4 T cell
359,0.2535764122430736,0.3509862642949536,0.2571196625854997,0.3368593606092589,0.2945596325930312,0.2580796598656297,0.1540782453518364,0.2286120654143451,0.3154583814417036,0.2364720109827313,0.283758378380569,0.2194013012997776,0.2279332721411193,0.3030500708321158,0.2160203898082778,0.2468104620548628,0.2952533824012469,0.3139934230365148,0.2937956442305891,0.3229052760768116,0.2658316291684151,0.1036181152359363,0.2117710748531545,0.2160701175357134,6,Antigen presenting cell
360,0.2404247373150538,0.3520866696035402,0.2548348436661372,0.3259356517279014,0.2969540214048637,0.2722986560996442,0.1508230501450942,0.2342960082221361,0.325652717735577,0.2365974004029454,0.3264933723506149,0.2263346327044662,0.2504068634808746,0.2997238442254276,0.1972972277412965,0.227728239572798,0.2703849131414901,0.3499149972019879,0.2730626975189713,0.3123566434319224,0.2649485250250892,0.1013679910437057,0.2219452790537171,0.2133178115410816,6,Antigen presenting cell
361,0.340219230910057,0.3634599380974489,0.3864736306182482,0.398701308761156,0.271364895431956,0.1434846519746972,0.1873467835195914,0.1828383375581659,0.2663873790549042,0.2739222554417888,0.1579279657213762,0.188413889523151,0.1187351848122355,0.3096001110315781,0.2823375723982765,0.3231586723639809,0.4226979058279906,0.0709703119236012,0.3827462489095155,0.4194078453349692,0.3134588359118494,0.0512857860545429,0.1018211713054776,0.2051284246664793,14,CD8 T cell
362,0.3422199536021986,0.3668235065994145,0.3730724057125,0.3833856242944822,0.2733577115942212,0.1543902116867386,0.1901026446567378,0.1945117457592587,0.2811153454417962,0.2836096126810795,0.168697095955509,0.1904212147614208,0.1326129995897321,0.3062399749793791,0.2682969850457973,0.3102678970929292,0.3901267434319183,0.0939837198056351,0.3597687987846947,0.3946720552134319,0.3038918221197677,0.0667951459522329,0.1161973744217314,0.2099693078592131,14,CD8 T cell
363,0.3303064980354769,0.3618913984741608,0.3601531126413757,0.3906929354785015,0.2710180822568572,0.1445197513041481,0.1859613934859957,0.2012716781831911,0.2703596295047877,0.2635179284270142,0.1658449320286719,0.1966121153817709,0.120569796808312,0.3158090482989206,0.2723860497865712,0.3125431335875727,0.4068475643689843,0.0823463831696957,0.3732006517241194,0.409192627921139,0.3140990452987421,0.0584782228125674,0.1296313697722604,0.2168737818227723,14,CD8 T cell
364,0.3326269083614801,0.3693852152442938,0.3453068164626132,0.3802469561922808,0.2845924693828737,0.1798551713308266,0.1881127325850626,0.2001318754301876,0.2811266616743146,0.2682465644851636,0.1868203071761092,0.1946940411407237,0.1600168296790465,0.3049809897486892,0.2589557290036713,0.3038926655491868,0.3621777751570877,0.1085655990148931,0.3463006021353249,0.3814243656593422,0.2915322852052857,0.0801031273657683,0.1302419821450796,0.21057390910265,14,CD8 T cell
365,0.3069099050656201,0.3520115370211511,0.3311739981024186,0.3703222388698677,0.2861217951873264,0.1839835270479314,0.1773632050267832,0.1945963852522625,0.2823685386978639,0.2547079500879514,0.1963042509923456,0.2005450540002379,0.1668130485289755,0.3214925864223377,0.2260488676860986,0.284422337916182,0.3110829586906488,0.1150061233861977,0.3334053404051757,0.3604896232051492,0.316627292718999,0.1502108432149612,0.1781436579644091,0.2416828289900787,14,CD8 T cell
366,0.3213037895591075,0.3554036068209099,0.345573422555808,0.3726895265184118,0.2775079786591478,0.1803946008405774,0.184772527315467,0.195636053828042,0.278024003430454,0.275445683442459,0.1887059478666181,0.1927008738997293,0.1624234401111779,0.3026583053422594,0.2662896911200808,0.3039481949975686,0.3780614095312558,0.1043902263652605,0.3500005741789551,0.3799274726874886,0.2945826420247084,0.0927250237348179,0.1351486538437121,0.2135768308785635,14,CD8 T cell
